0_0_dx,0_0_dy,0_1_dx,0_1_dy,0_2_dx,0_2_dy,1_0_dx,1_0_dy,1_1_dx,1_1_dy,1_2_dx,1_2_dy,2_0_dx,2_0_dy,2_1_dx,2_1_dy,2_2_dx,2_2_dy,angle
45.9571,54.1373,45.1456,50.2103,45.7165,45.8151,49.856,54.2346,49.8644,50.0009,50.0646,45.6952,54.2724,54.0659,53.9574,49.9282,54.0855,45.8477,-2.45
46.041,54.3157,45.2161,50.2292,45.6675,45.7408,49.7851,54.3083,49.8468,49.9988,50.1274,45.4652,54.3055,54.0825,53.9748,49.9501,54.2262,45.9224,-2.5
45.5136,54.4233,45.2431,50.5686,45.556,45.3935,49.8438,54.5733,49.8921,49.9864,50.1194,45.2984,54.6844,54.0446,54.0872,49.8475,54.2038,45.3511,-2.55
45.3612,54.387,45.1447,50.6571,45.5064,45.343,49.8376,54.6142,49.9179,49.9168,50.0618,45.2753,54.6665,54.1321,54.1657,49.8636,54.338,45.3591,-2.6
45.3574,54.5389,45.0114,50.6505,45.0985,45.3313,49.8172,54.8391,49.8545,49.9441,50.0976,45.2377,54.8109,54.2766,54.1948,49.7468,54.3479,45.2481,-2.65
45.2332,54.954,44.8826,50.5438,45.0552,45.2721,49.7476,54.7975,49.885,49.9762,50.0608,45.2228,54.8817,54.3911,54.2609,49.8045,54.4312,45.287,-2.7
45.1196,54.9169,44.8267,50.6576,44.9969,45.2309,49.7453,54.8745,49.8163,50.0091,50.1204,45.1646,54.851,54.4522,54.4001,49.8426,54.433,45.4547,-2.75
45.0821,54.8911,44.7264,50.6478,44.9814,45.1613,49.8372,54.935,49.8646,49.9652,50.0316,45.0458,54.9749,54.6869,54.3877,49.8652,54.5711,45.0786,-2.8
44.9628,54.9849,44.6655,50.3961,44.9256,45.0966,49.7882,55.0125,49.8586,50.0037,50.0337,44.971,55.093,54.7614,54.844,49.8858,54.4846,44.983,-2.85
44.9619,54.9496,44.6141,50.6762,44.91,45.0046,49.7578,55.0132,49.8297,50.0416,50.0488,44.9028,55.2172,54.7827,54.8058,49.8312,54.5849,44.9603,-2.9
45.0633,54.963,44.6784,50.6874,44.8569,44.928,49.8203,55.0252,49.8783,50.0017,50.0746,44.8733,55.2128,54.9387,54.9193,49.8136,54.6536,44.9676,-2.95
44.9518,55.1827,44.137,50.7193,44.7856,44.5747,49.7992,55.0824,49.8883,50.0388,50.0413,44.8023,55.3646,54.9365,54.8538,49.866,55.0941,45.0391,-3.0
50.013,49.9195,50.0391,49.9903,50.0463,50.0593,49.9641,49.9503,49.9681,50.0217,49.993,49.908,50.0029,50.0264,49.9646,50.0182,49.9767,50.037,0.05
50.1199,49.7992,50.0664,50.0023,50.0335,50.1503,50.0542,49.9188,49.9641,49.9735,50.0007,50.0667,49.9664,49.8899,49.8447,50.0518,49.9454,50.101,0.1
50.1747,49.8399,50.1004,50.012,50.1455,50.1374,50.0211,49.8957,50.0074,49.9807,49.9754,50.0727,49.9273,49.7856,49.7829,50.0027,49.952,50.1161,0.15
50.2467,49.7716,50.2287,49.9876,50.1853,50.1949,50.0421,49.8829,49.9905,49.9344,50.066,50.1012,49.8307,49.7313,49.8225,49.8957,49.7994,50.1358,0.2
50.3263,49.6319,50.342,49.9979,50.2638,50.3004,50.0525,49.8167,49.9844,49.9264,50.0045,50.1884,49.7513,49.6748,49.7315,49.9284,49.6559,50.1789,0.25
50.6765,49.3512,50.6489,50.0118,50.5763,50.6739,50.059,49.5892,49.9951,49.9372,49.943,50.6514,49.2963,49.358,49.3131,49.9658,49.604,50.7364,0.3
50.7759,49.257,50.7642,49.9917,50.7186,50.8246,50.0575,49.2472,50.0244,49.899,50.0021,50.8196,49.1646,49.2207,49.1804,50.0033,49.2093,50.7719,0.35
50.8607,49.1434,50.8333,50.0305,50.7753,50.8827,50.0848,49.1687,49.9937,49.9774,49.9672,50.8755,49.1277,49.1946,49.0373,49.9536,49.089,50.8021,0.4
50.9063,49.0637,50.8431,50.0587,50.8487,51.0007,50.0423,49.0996,49.978,49.9417,49.9641,50.9013,49.0534,49.1419,49.0102,49.9941,49.0593,50.9709,0.45
51.0037,48.9801,50.9404,50.0565,50.8992,50.9605,50.0201,49.0504,49.9781,49.9596,49.9525,50.9228,49.0064,48.9774,49.0411,49.9496,49.0579,51.0266,0.5
50.9467,48.9394,50.9924,50.1136,51.0045,50.9336,50.0939,49.0207,50.008,49.9182,49.9572,50.9552,49.0035,49.0174,48.9937,50.0001,48.991,51.0705,0.55
51.0352,48.9429,50.9764,50.1166,51.061,51.066,50.0314,49.1117,49.9918,49.8691,49.9325,51.0556,48.9548,49.0079,49.0088,49.9729,48.974,51.0771,0.6
51.0584,48.9022,51.0568,50.0847,51.0356,51.1773,50.067,49.0589,49.9827,49.8658,50.0049,51.1174,48.996,49.0252,48.9284,50.0203,48.9953,51.0734,0.65
51.1721,48.8224,51.0138,49.9919,51.0875,51.1354,50.0693,48.9698,49.9425,49.9372,50.0649,51.039,48.9379,48.9137,48.9112,50.0523,48.9719,51.1164,0.7
51.2824,48.7473,51.0711,49.9575,51.1675,51.2537,50.0893,48.9969,49.9831,49.885,50.0402,51.1809,48.8304,48.7854,48.8409,50.0725,48.8938,51.2118,0.75
51.363,48.7274,51.2264,49.9886,51.2592,51.3093,50.0913,48.8363,49.9869,49.8966,49.9926,51.2458,48.7441,48.6884,48.7491,50.0219,48.7814,51.294,0.8
51.7138,48.3699,51.3541,49.9961,51.2446,51.6324,50.0543,48.6796,49.8758,49.874,50.0977,51.3289,48.6311,48.549,48.7041,50.0917,48.657,51.4091,0.85
51.7558,48.2922,51.6708,49.9378,51.3332,51.7479,50.0833,48.347,49.9147,49.8673,49.9378,51.8212,48.3025,48.2425,48.256,50.0103,48.3931,51.7965,0.9
51.8522,48.1823,51.7792,49.957,51.5633,51.7967,50.1265,48.2355,49.938,49.845,49.9652,51.7646,48.19,48.2185,48.1407,49.9275,48.2043,51.7651,0.95
51.9611,48.0576,51.8333,49.9891,51.7496,51.8125,50.111,48.1762,49.8932,49.9097,49.9759,51.8511,48.204,48.1622,48.0379,49.9937,48.1071,51.9658,1.0
52.0083,48.0006,51.8962,50.0014,51.8749,51.8286,50.069,48.1238,49.919,49.91,50.002,51.8882,48.1311,47.976,48.0138,49.9921,48.0681,52.0229,1.05
52.0207,47.9509,51.9483,50.0188,52.0335,51.9641,50.1123,48.1203,49.9025,49.8668,50.003,51.9353,48.0837,47.9648,47.9331,49.9974,47.932,52.0142,1.1
52.0223,47.9023,51.9332,49.9986,52.0318,52.0832,50.0544,48.0811,49.8649,49.9869,50.0407,51.9494,48.0219,47.9346,47.939,49.9813,48.0176,52.034,1.15
52.1432,47.9181,52.0174,49.9887,51.9803,52.1828,49.9759,48.1071,49.8602,49.9006,50.0617,51.9287,47.9728,47.9227,47.9758,50.0229,47.962,52.0505,1.2
52.2267,47.8621,52.0795,49.9397,52.04,52.1004,49.9917,48.0229,49.8973,49.8716,50.0405,52.0412,47.9286,47.9793,47.9426,49.9861,48.0064,52.1484,1.25
52.2531,47.7808,52.0743,49.9222,52.182,52.1166,49.9753,47.9649,49.8733,49.958,50.1029,52.1712,47.7528,47.8571,47.8389,50.0728,47.9373,52.0955,1.3
52.3161,47.7873,52.1858,49.9712,52.1698,52.2002,50.009,47.9505,49.8532,49.8815,50.0385,52.2157,47.7661,47.7199,47.7798,50.0544,47.7976,52.2471,1.35
52.6754,47.4269,52.2504,49.9265,52.3063,52.7007,50.0261,47.8046,49.8818,49.8925,50.0344,52.2364,47.7008,47.3929,47.6389,50.0223,47.7421,52.2887,1.4
52.8356,47.3658,52.3217,49.8968,52.301,52.7904,50.0222,47.7571,49.9115,49.8619,50.0524,52.6473,47.7122,47.1915,47.3176,49.9865,47.6168,52.6524,1.45
52.8642,47.3031,52.6367,49.9249,52.3525,52.8092,49.9906,47.2914,49.8601,49.959,50.0619,52.6843,47.1979,47.2156,47.2681,49.8938,47.3798,52.7371,1.5
52.9369,47.158,52.7399,49.9269,52.5363,52.7981,50.0219,47.2362,49.8618,49.9259,49.9905,52.7921,47.1845,47.0192,47.1717,49.9975,47.262,52.8197,1.55
52.931,47.0353,52.7868,49.9177,52.6744,52.8111,49.982,47.148,49.8846,49.883,49.9745,52.8811,47.2181,47.0041,47.0552,49.9583,47.1553,52.9081,1.6
52.9885,46.9098,52.9578,49.8078,52.7792,52.897,49.9197,47.1326,49.8496,49.9087,49.9604,52.8976,47.0948,46.9718,47.033,49.9282,47.1395,52.9127,1.65
53.0769,46.912,52.9775,49.8654,52.917,52.9528,50.022,47.1458,49.9134,49.8583,49.9599,52.9379,47.0542,46.9647,47.118,50.0658,47.1863,52.9311,1.7
53.1162,46.8695,53.0493,49.8591,53.049,53.0221,49.9544,47.0729,49.9003,49.8607,50.0045,53.0008,47.0365,46.95,47.0143,50.012,47.164,53.0404,1.75
53.2246,46.7972,53.0776,49.9432,53.1169,53.0273,49.9281,47.0183,49.8928,49.8923,49.9498,53.0212,47.0673,46.8708,47.012,50.0019,47.052,53.0724,1.8
53.2996,46.8335,53.1069,49.9308,53.2366,53.0426,50.0528,46.8942,49.9135,49.8683,49.9371,53.1395,46.9705,46.8643,46.9803,49.9777,46.9802,53.1369,1.85
53.4339,46.8145,53.1897,49.9256,53.3098,53.1294,49.8754,46.8781,49.8621,49.8521,49.9703,53.2592,46.8592,46.7012,46.9389,50.0518,46.8742,53.2574,1.9
53.7091,46.542,53.2624,49.9174,53.2941,53.5949,49.927,46.7898,49.875,49.8137,49.9379,53.3018,46.7368,46.5626,46.8422,49.9596,46.8799,53.3301,1.95
53.7967,46.4017,53.3629,49.8729,53.3398,53.6333,49.9023,46.7376,49.9034,49.8534,49.9798,53.7193,46.7499,46.3537,46.3067,49.9427,46.7823,53.6919,2.0
53.9748,46.2849,53.4045,49.8691,53.4277,53.7793,49.8223,46.6989,49.9571,49.842,50.0345,53.7231,46.8081,46.3086,46.3136,49.9328,46.7092,53.7134,2.05
53.997,46.0758,53.6805,49.8922,53.4657,53.8631,49.9099,46.3109,49.947,49.9348,49.9531,53.8036,46.3563,46.2118,46.2966,49.9674,46.3324,53.6818,2.1
54.0799,46.1055,53.7349,49.8468,53.7455,53.7812,49.9568,46.2457,49.9306,49.8375,49.9496,53.9487,46.283,46.0101,46.2242,49.9523,46.2948,53.7384,2.15
54.1047,46.0639,53.8126,49.8047,53.8227,53.8908,49.9141,46.2004,49.7901,49.9255,50.0146,53.8895,46.1671,45.987,46.077,49.9528,46.2561,53.8114,2.2
54.1404,45.9446,53.9251,49.8507,53.8419,53.9695,49.8533,46.1346,49.875,49.8701,49.9633,54.0044,46.1256,45.9573,46.1044,49.9666,46.1403,53.9634,2.25
54.2321,45.87,53.9706,49.7639,53.9905,54.0323,49.8999,46.0795,49.8345,49.8547,49.9872,54.0858,46.1201,46.0754,46.0823,49.8572,46.1096,54.0974,2.3
54.2512,45.8004,54.0687,49.8165,54.0426,54.0285,49.9901,46.0985,49.8898,49.9043,49.9915,54.0456,46.0818,46.0356,45.9468,49.8644,46.0538,54.0692,2.35
54.2813,45.8214,54.1756,49.8034,54.1964,53.9823,49.9114,45.9873,49.9566,49.9311,49.9439,54.1148,45.9689,45.8824,46.0127,49.8203,46.0598,54.1062,2.4
54.6705,45.6217,54.1936,49.8343,54.2949,54.0139,49.9668,45.9377,49.9123,49.9216,49.9612,54.2269,45.9864,45.7893,45.9127,49.7736,45.8989,54.1685,2.45
54.7359,45.574,54.2168,49.888,54.2304,54.5311,49.8968,45.8293,49.9051,49.9829,49.9695,54.3232,45.927,45.8444,45.8114,49.9481,45.8225,54.2581,2.5
54.8107,45.5117,54.3136,49.8756,54.2039,54.6752,49.8849,45.6224,49.9109,50.0307,49.9889,54.5754,45.8973,45.4062,45.7683,49.9056,45.7037,54.6801,2.55
54.9153,45.2838,54.414,49.9038,54.2038,54.6301,49.8775,45.608,49.9106,50.0144,49.9382,54.6178,45.8331,45.2267,45.3652,49.9259,45.5765,54.799,2.6
54.9716,45.1948,54.7028,49.9227,54.2334,54.684,49.9631,45.4729,49.9222,49.9487,49.9739,54.8094,45.7866,45.1149,45.2377,49.8905,45.5688,54.8137,2.65
55.0572,45.1552,54.6841,49.8665,54.8061,54.763,49.9413,45.3985,49.9463,49.9425,49.9278,54.8826,45.3945,44.9835,45.2635,49.7764,45.3248,54.8808,2.7
55.1294,45.0549,54.7543,49.7531,54.8742,54.7796,49.9093,45.1808,49.9796,49.946,49.9006,54.9332,45.2992,44.9806,45.2578,49.8092,45.2024,54.9108,2.75
55.2121,45.0263,54.843,49.7506,54.8942,54.8338,49.9152,45.1438,49.9477,49.9492,49.9485,55.0304,45.325,44.8289,45.1438,49.7555,45.1341,54.9258,2.8
55.5407,44.9477,54.9635,49.7961,54.9034,54.9506,49.8909,45.0795,49.9407,49.8774,49.9946,55.1086,45.2359,44.903,45.03,49.6837,45.1414,55.0119,2.85
55.2316,44.7914,55.0408,49.8322,55.012,54.9768,49.9525,45.0253,49.9295,49.8726,50.0045,55.1432,45.1946,44.9716,45.0106,49.7517,45.0092,55.0195,2.9
55.576,44.7864,55.1139,49.8333,54.9654,54.996,49.966,45.01,49.9204,49.9344,49.9709,55.2031,44.959,44.8273,44.8955,49.8364,44.9979,55.107,2.95
55.6544,44.5501,55.2517,49.8885,55.0805,54.9877,49.8148,44.7998,49.6043,49.8607,49.9344,55.2416,44.9338,44.6668,44.9727,49.8677,44.9804,55.1828,3.0
49.9611,50.006,49.9715,49.9906,49.9459,49.9696,49.991,50.0526,50.005,50.0463,49.9908,49.8922,50.0111,49.9818,50.0961,50.04,50.0485,50.0426,-0.05
49.8986,50.0156,49.921,50.0215,49.914,49.9225,50.0751,50.049,50.0108,50.0777,50.0003,49.8361,50.1118,50.095,50.1054,50.0058,50.038,49.9615,-0.1
49.8619,50.1187,49.8678,49.9979,49.8613,49.8668,49.9918,50.1502,50.0394,49.9931,50.0383,49.9298,50.0536,50.159,50.2562,49.893,50.0773,49.8398,-0.15
49.7358,50.2912,49.8339,50.0015,49.8414,49.7937,49.9815,50.2053,50.0165,50.0626,49.9692,49.8702,50.2179,50.3143,50.2874,49.9737,50.1838,49.8027,-0.2
49.6308,50.3162,49.7688,50.0899,49.7613,49.6976,49.9294,50.331,50.0559,50.0189,50.0203,49.7631,50.2394,50.3608,50.2749,50.0077,50.2779,49.7272,-0.25
49.3194,50.6144,49.3133,50.0553,49.6214,49.3729,49.9646,50.6209,50.0547,50.0455,49.9874,49.3217,50.6497,50.6227,50.4318,50.0269,50.4336,49.2785,-0.3
49.2112,50.7127,49.2107,50.0581,49.3007,49.2722,50.0337,50.8108,50.0606,50.0226,49.9848,49.1354,50.7825,50.7552,50.7564,50.0237,50.6829,49.2104,-0.35
49.0812,50.9012,49.1107,50.0128,49.2508,49.165,49.9937,50.888,50.0626,50.0275,50.0467,49.0877,50.8322,50.8343,50.8145,49.9909,50.7867,49.1049,-0.4
49.041,50.9454,49.032,50.0855,49.0549,49.0916,49.9929,50.9959,50.0342,50.0225,49.9911,49.1329,50.9122,50.9208,50.9471,49.9533,50.9284,49.0084,-0.45
49.0562,50.9999,49.0209,50.0951,49.0064,49.017,50.008,51.0045,50.0334,50.0922,50.0114,49.0719,50.9448,51.0132,51.0151,49.9395,50.9312,48.9882,-0.5
48.9632,50.99,48.9727,50.1095,48.9965,49.0057,50.0403,51.0248,50.0974,50.0635,50.007,49.0389,50.9131,51.0265,50.9863,49.8878,50.9238,48.933,-0.55
49.0084,51.0378,48.9811,50.0517,48.959,48.9808,49.9521,51.0927,50.069,50.0392,49.9798,49.0568,51.001,50.9984,50.9517,49.9019,50.9926,48.9627,-0.6
48.9239,51.0443,48.9643,50.0218,48.9556,48.916,49.9552,51.0971,50.174,50.0631,49.9735,48.8815,50.937,51.1311,50.9696,50.0007,50.9997,48.9933,-0.65
48.8721,51.1142,48.8545,50.0421,48.9394,48.9466,49.9643,51.1441,50.1256,50.0587,50.0335,48.9544,50.9957,51.1331,51.0171,50.0367,51.0268,48.9548,-0.7
48.7008,51.2639,48.819,50.132,48.8974,48.8798,49.9532,51.1836,50.1011,49.9986,50.0194,48.8417,51.0762,51.2779,51.0573,49.9757,51.0993,48.8186,-0.75
48.6226,51.3363,48.7104,50.1203,48.7667,48.7032,49.9835,51.1375,50.0595,50.0194,50.058,48.7117,51.1588,51.3532,51.1167,49.932,51.2006,48.7399,-0.8
48.2475,51.6489,48.6326,50.0386,48.7803,48.3898,50.0036,51.2337,50.0255,50.0137,50.0028,48.4943,51.2726,51.7048,51.1829,49.9152,51.3191,48.5737,-0.85
48.1832,51.7678,48.29,50.1061,48.6397,48.259,50.0377,51.6358,50.0704,50.0138,49.9933,48.2674,51.784,51.855,51.6887,50.0686,51.5975,48.3299,-0.9
48.2058,51.7695,48.1488,50.1278,48.3773,48.2333,49.9806,51.7597,50.0686,50.0332,49.9978,48.1888,51.7711,51.7913,51.814,49.9923,51.7097,48.2268,-0.95
48.0926,51.8293,48.0758,50.1539,48.3108,48.2004,50.0435,51.7928,50.047,50.0307,49.991,48.2282,51.9185,51.9625,51.9166,49.9363,51.7299,48.1459,-1.0
48.0154,51.9105,47.9824,50.1276,48.2035,48.0592,49.9929,51.9096,50.0275,50.0735,50.0328,48.147,52.0239,51.9333,51.8864,49.9808,51.895,47.9736,-1.05
47.921,52.024,48.0194,50.1204,48.0604,48.0474,50.0451,51.914,50.0238,50.061,49.9737,48.0603,51.957,51.9258,51.8923,50.031,51.8999,47.9991,-1.1
47.8914,52.0654,47.9731,50.0645,48.052,48.016,50.0248,51.9929,49.9934,50.0442,50.0391,48.0528,51.9184,51.956,51.9815,49.9907,51.9056,47.9277,-1.15
47.8848,52.0327,47.9337,50.1279,48.0511,47.9615,50.1102,51.9466,50.0095,50.0234,50.0277,47.9885,51.9477,52.0583,52.0156,49.8994,51.9104,47.9184,-1.2
47.8444,52.0805,47.8907,50.1437,47.9876,47.8869,50.0714,52.0968,50.0844,50.0667,50.096,47.9374,52.0949,52.0606,52.0218,49.9193,51.8783,47.9492,-1.25
47.799,52.1226,47.8858,50.1437,47.8584,47.7931,50.0569,52.1828,49.9797,50.0745,50.0342,47.8246,52.1479,52.1366,52.137,49.9656,51.9188,47.8297,-1.3
47.3885,52.3242,47.8296,50.0789,47.7522,47.7438,50.079,52.165,49.9491,50.0776,49.981,47.794,52.1509,52.279,52.0805,50.0361,52.0,47.769,-1.35
47.3491,52.5278,47.7246,50.1228,47.6459,47.6054,50.043,52.2046,49.9468,50.045,49.9995,47.6426,52.2819,52.6176,52.2054,50.08,52.1284,47.703,-1.4
47.1882,52.659,47.3829,50.1409,47.6916,47.2662,49.9735,52.4967,49.9091,50.0371,49.998,47.4132,52.3407,52.6865,52.596,50.0524,52.2842,47.2726,-1.45
47.134,52.6427,47.3133,50.1303,47.7124,47.2037,49.9648,52.6539,49.9574,50.0269,50.0394,47.2603,52.7317,52.8421,52.7092,50.0277,52.5997,47.1815,-1.5
47.0056,52.7553,47.1384,50.1806,47.2865,47.2216,50.0185,52.6976,49.9335,50.0305,50.0242,47.2659,52.759,52.9255,52.864,50.0737,52.7288,47.1056,-1.55
46.9583,52.9189,47.1489,50.1727,47.295,47.2103,50.047,52.7728,49.9606,50.0762,50.015,47.1916,52.757,53.0252,52.8315,50.0716,52.8135,47.0679,-1.6
46.9951,52.8677,47.1048,50.1969,47.1671,47.0735,50.0513,52.8803,49.9577,50.0731,49.9402,47.1295,52.8455,53.0013,52.9244,50.0966,52.742,47.1892,-1.65
46.9709,52.9666,46.9391,50.1642,47.1056,47.0727,50.0891,53.0071,49.9562,50.0413,49.9201,47.0381,52.8556,52.994,52.9901,50.1239,52.8126,47.0545,-1.7
46.9557,53.0537,46.9469,50.2183,46.9933,47.0005,50.0639,53.1074,49.9248,49.9927,49.9681,46.8935,52.8864,53.0378,52.9808,49.9638,52.8855,46.9748,-1.75
46.8468,53.0804,46.9642,50.2332,46.9417,46.9376,50.1216,53.1271,49.9252,50.006,49.9038,46.9068,52.9573,53.131,53.0579,50.1196,53.0707,47.002,-1.8
46.7632,53.105,46.8583,50.2221,46.8164,47.0065,50.1827,53.3081,49.9675,50.0622,49.9236,46.8545,53.0287,53.1466,53.1351,50.1111,53.1127,46.9694,-1.85
46.6848,53.2603,46.7921,50.1796,46.7549,46.903,50.095,53.2626,49.9897,50.095,49.976,46.6916,53.0368,53.228,53.2081,50.1063,53.1391,46.8463,-1.9
46.2147,53.4923,46.7284,50.1675,46.7189,46.4633,50.0612,53.4117,49.9515,50.1,50.0253,46.6619,53.2092,53.6347,53.2663,50.0538,53.178,46.7756,-1.95
46.1571,53.5884,46.6928,50.1226,46.715,46.3029,50.0575,53.3339,49.9964,50.1653,50.0555,46.3204,53.3527,53.7514,53.2905,50.047,53.3353,46.2758,-2.0
46.129,53.6486,46.3586,50.1354,46.6988,46.2716,49.9826,53.6148,49.9508,50.1081,49.9749,46.3139,53.3641,53.7511,53.6826,50.1768,53.5585,46.186,-2.05
45.9865,53.7527,46.3182,50.1373,46.5633,46.281,49.9419,53.7667,50.011,50.18,50.0434,46.2293,53.6648,53.9791,53.8507,50.1628,53.5225,46.2195,-2.1
45.9582,53.8048,46.2936,50.0698,46.1811,46.2701,49.9261,53.8194,49.9859,50.1402,50.0298,46.2188,53.7745,54.0807,53.8181,50.1034,53.6077,46.0542,-2.15
45.9073,53.8368,46.2041,50.1483,46.1487,46.218,50.0378,53.8956,50.0335,50.2109,50.0092,46.0735,53.7248,54.1843,53.8783,50.2269,53.7815,46.0493,-2.2
45.775,53.9084,46.1256,50.174,46.0184,46.2403,50.0085,53.9512,49.9794,50.1417,50.0472,46.0155,53.7549,54.1132,53.8761,50.0997,53.868,46.1042,-2.25
45.842,54.0024,46.0464,50.1674,46.0432,46.0884,50.0498,53.9572,49.9749,50.1189,50.026,45.9543,53.8652,54.1503,53.9873,50.1315,53.9375,46.0494,-2.3
45.4805,54.026,45.9908,50.1929,45.9474,46.0802,50.0826,54.0576,49.9639,50.1398,50.0622,45.8596,53.8646,54.2857,53.9579,50.0725,54.0415,45.94,-2.35
45.3944,54.1789,45.9121,50.1638,46.0123,45.9756,50.1184,54.1352,49.913,50.1914,50.0001,45.8742,53.9373,54.2163,54.097,50.0854,53.9899,45.8333,-2.4
45.2266,54.2912,45.8169,50.1353,45.9259,45.9572,50.1249,54.1543,49.952,50.1148,49.9889,45.7508,54.0029,54.7437,54.1502,50.1027,54.0953,45.7006,-2.45
45.1888,54.3742,45.8062,50.1476,45.7925,45.3044,50.1398,54.3662,49.8788,50.2059,49.9282,45.6894,54.1204,54.6989,54.2143,50.1293,54.1069,45.7509,-2.5
45.1006,54.4488,45.7748,50.1545,45.7071,45.3591,50.1632,54.386,49.8451,50.1501,50.0557,45.4507,54.1414,54.8382,54.2969,50.2074,54.1877,45.6921,-2.55
45.101,54.389,45.7374,50.0898,45.7637,45.2947,50.0773,54.7285,49.9404,50.2113,50.083,45.3087,54.2299,54.8107,54.3106,50.1828,54.2758,45.2134,-2.6
45.0578,54.6663,45.3555,50.1248,45.7591,45.3251,50.053,54.8689,49.9565,50.2388,50.0133,45.2775,54.2352,54.7635,54.8334,50.1824,54.3738,45.2575,-2.65
45.044,54.6808,45.2592,50.1054,45.635,45.2926,50.017,54.9273,49.9493,50.2017,50.04,45.2146,54.2415,54.8794,54.8774,50.2256,54.7248,45.2337,-2.7
44.984,54.7448,45.136,50.143,45.1324,45.272,50.093,54.9211,49.917,50.1763,50.1007,45.0999,54.3079,55.0402,54.9593,50.2579,54.8258,45.1847,-2.75
44.8883,54.8144,45.1414,50.1322,45.0615,45.1815,50.1218,55.0389,49.9356,50.2307,50.056,44.9723,54.8011,55.0037,54.9738,50.2743,54.9527,45.006,-2.8
44.7866,54.8445,45.1351,50.1241,45.0437,45.086,50.1244,55.0672,49.8761,50.2082,50.0711,44.9138,54.8111,55.0598,54.9743,50.2912,54.9873,44.999,-2.85
44.3566,54.9539,44.9503,50.0862,45.1266,45.1174,50.0771,55.094,49.9147,50.1963,49.9148,44.8441,54.8405,55.1619,55.0457,50.3494,55.0102,44.8962,-2.9
44.2414,55.1008,44.9394,50.1353,45.0098,45.1028,50.0837,55.1285,49.9109,50.2523,49.9789,44.8025,54.9789,55.1248,55.1136,50.3346,55.1004,44.8763,-2.95
44.2009,55.0805,44.8625,50.1722,44.9453,45.0711,50.0174,55.2222,50.334,50.2052,49.9857,44.7676,54.7875,55.7915,55.1102,50.2952,55.1069,44.8071,-3.0
50.0248,49.9452,50.0742,49.9955,50.0508,50.0797,49.9967,49.9425,50.0235,49.992,50.0015,50.0474,50.0137,49.948,49.9594,49.9965,49.9419,50.1292,0.05
50.0546,49.955,50.0937,49.9119,50.1007,50.1013,49.9564,49.9705,50.0417,50.0042,49.9469,50.0405,49.9857,49.9406,49.989,49.9705,49.8622,50.2363,0.1
50.1618,49.877,50.1044,49.8881,50.1041,50.2104,49.9463,49.943,50.0212,49.9908,49.9722,49.9835,49.8934,49.8824,49.9344,49.9836,49.9336,50.1356,0.15
50.2008,49.8821,50.073,49.9185,50.1924,50.33,50.0225,49.8494,50.0495,49.9902,50.0422,50.003,49.8027,49.8925,49.8987,49.9474,49.7668,50.1365,0.2
50.2409,49.7875,50.0727,49.8611,50.3073,50.3427,49.9666,49.821,50.0218,49.9767,50.057,50.1506,49.7625,49.5896,49.7741,49.9137,49.7401,50.2668,0.25
50.4483,49.729,50.325,49.9973,50.6728,50.6624,50.005,49.2092,50.0317,50.0212,50.0414,50.8235,49.2582,49.3883,49.6863,49.8827,49.2439,50.2757,0.3
50.6995,49.3189,50.8247,49.8863,50.7621,50.7787,49.9177,49.1316,50.0312,49.9814,49.9733,50.8782,49.1545,49.2369,49.576,49.941,49.2761,50.7838,0.35
50.7645,49.2002,50.8682,49.9554,50.9017,50.7891,49.9621,49.1755,49.9761,49.9966,49.9551,50.9114,49.1318,49.1923,49.1719,49.9413,49.1716,50.8691,0.4
50.8704,49.1391,50.9462,49.9373,50.9564,50.9661,49.9939,49.103,49.9971,50.0319,49.9603,50.9239,49.017,49.1615,49.1251,49.9638,49.0647,50.969,0.45
50.9541,49.0292,50.8827,49.9973,50.9362,50.9641,49.9209,49.0983,50.0227,49.9998,49.9924,51.0225,49.0576,49.0126,49.0829,49.9004,48.9562,50.8757,0.5
50.9955,48.9289,50.9497,49.9274,51.0575,50.9902,49.937,49.0443,50.052,50.0153,50.0856,50.9797,48.9603,49.0583,49.0328,49.9296,49.019,51.0106,0.55
51.0249,48.9232,51.0553,49.8976,51.1013,50.9343,50.0033,49.0149,49.9935,50.0142,50.0576,51.0404,48.9647,49.0412,49.0387,49.942,48.995,51.0432,0.6
51.1322,48.852,51.1057,49.9165,51.0967,51.035,49.9866,48.9523,50.0373,50.0227,50.0067,51.0424,49.0986,48.9128,48.9747,49.937,48.9331,51.108,0.65
51.0323,48.9437,51.1395,49.8045,51.0279,51.03,49.9309,48.9091,50.0059,50.0353,50.0226,51.0232,48.9635,48.9203,48.9233,49.9297,48.8527,51.0827,0.7
51.1456,48.8546,51.2139,49.8231,51.1958,51.1538,49.9951,48.8888,49.9688,49.9887,50.0612,51.1368,48.8386,48.7044,48.9512,49.8894,48.8289,51.0241,0.75
51.3137,48.839,51.2486,49.8215,51.3421,51.2013,49.9388,48.7769,49.9895,49.997,50.0075,51.2474,48.7943,48.5783,48.8782,49.9693,48.6542,51.1121,0.8
51.3003,48.7134,51.3119,49.9129,51.589,51.6767,49.937,48.3372,50.0143,49.9831,49.9771,51.7046,48.7249,48.6539,48.8478,49.9423,48.277,51.1494,0.85
