0_0_dx,0_0_dy,0_1_dx,0_1_dy,0_2_dx,0_2_dy,1_0_dx,1_0_dy,1_1_dx,1_1_dy,1_2_dx,1_2_dy,2_0_dx,2_0_dy,2_1_dx,2_1_dy,2_2_dx,2_2_dy,angle
57.071,58.0336,57.0136,57.9851,56.9845,57.9791,56.9621,57.9413,56.9601,58.0296,57.0104,57.9448,57.0109,57.9919,57.0105,57.9398,56.9723,57.9885,0.0
56.9986,40.0544,57.0079,40.0381,56.9365,40.0087,57.0178,39.9426,57.0009,40.0684,57.0265,40.017,56.9821,39.9525,56.9669,39.9967,56.9614,39.9801,0.0
57.0488,45.997,56.9772,46.0311,56.9487,45.9834,57.0063,46.0038,56.9662,46.048,57.0174,45.9884,56.9577,46.003,56.959,45.9782,56.9616,45.9891,0.0
56.9601,45.006,57.0029,45.0526,56.9751,45.0496,56.9645,44.8769,57.0015,45.0452,56.9709,44.9751,56.9779,44.9677,57.0216,44.9001,56.976,44.9915,0.0
56.9845,42.0359,57.0112,42.034,56.9637,42.0212,56.9164,41.9352,56.9871,42.0423,56.9567,41.9472,57.0521,41.9956,56.9911,41.9797,57.0162,42.0163,0.0
58.0472,52.9965,58.0487,53.0027,57.9505,52.9833,57.967,52.9399,57.9835,53.0245,57.9905,52.9951,58.0096,52.97,58.0067,52.9709,57.9947,52.9504,0.0
58.0299,53.9114,58.0402,53.9685,57.9572,53.9508,58.0186,53.9846,57.9888,54.0446,57.9686,54.0435,57.9858,53.9631,58.0448,53.9591,57.9709,53.9508,0.0
58.0349,38.942,58.0038,39.0405,57.9889,39.0169,58.0161,39.0185,58.013,39.0954,58.0005,39.0304,57.9826,38.9476,58.0343,38.9442,57.9998,38.9416,0.0
59.1198,53.9497,59.02,53.9725,58.9908,53.9866,59.0184,53.9125,58.9741,54.0259,58.991,54.0142,59.0128,53.9497,59.0255,53.9802,59.0124,53.9674,0.0
59.0073,58.9864,58.9654,58.9971,58.9393,58.9965,59.0861,58.9431,58.9492,59.0006,58.9845,59.0006,58.882,58.9872,59.0123,58.958,58.9446,58.9808,0.0
59.0396,46.9845,58.9933,46.9601,58.9769,47.0165,59.017,46.9872,58.9812,47.0396,59.001,47.0167,58.9058,46.9207,59.0679,46.9608,58.9502,46.9622,0.0
40.0535,50.0552,40.0531,49.9704,40.0294,50.0527,39.9623,50.0112,39.978,50.0882,40.0265,50.0059,40.0493,49.9889,40.0557,49.888,40.0278,50.0351,0.0
40.0891,57.0205,40.0925,56.9657,40.0156,56.9713,40.0968,57.0059,39.9363,57.0106,40.0689,56.989,40.0491,56.9926,40.0136,56.9838,40.0538,56.9934,0.0
40.0829,58.9561,40.1317,58.9405,39.9972,58.9198,39.9757,58.9522,40.0173,59.0436,40.0583,58.9907,40.0515,58.9951,39.9229,58.9908,40.0192,58.9491,0.0
40.0501,38.9558,39.9916,39.0647,40.0085,39.1045,40.0345,39.0896,40.0464,39.0362,40.01,38.9816,40.0214,38.9526,40.018,38.9506,40.0114,39.0152,0.0
39.0863,38.9593,38.9581,39.1271,39.0835,39.057,39.0409,38.9797,39.062,39.009,38.9975,39.0159,38.9867,38.9099,39.0293,38.968,39.0026,38.9937,0.0
39.0134,36.9938,38.9558,37.099,39.0287,37.0792,38.9815,37.0797,39.0194,37.0181,38.9908,37.0819,38.987,37.0495,38.9942,36.937,38.9678,37.1212,0.0
39.0832,48.9849,38.9634,49.0426,39.0235,48.9855,38.9766,48.9592,39.0345,49.0018,39.0752,49.0554,39.051,48.9891,39.0082,48.9489,38.979,49.0277,0.0
38.1,51.0474,38.0676,51.0294,38.0462,51.0438,37.921,50.9893,37.9753,50.9865,38.0515,51.0012,37.9871,50.918,38.0398,50.9467,38.0074,50.9769,0.0
37.1332,57.9526,37.1093,57.9951,37.0289,58.0253,36.8981,57.9791,36.9933,57.9688,37.0554,57.9643,37.1007,57.9392,37.0088,57.856,37.0753,57.9861,0.0
37.0271,37.0766,37.0783,37.0659,37.0761,37.1163,37.0002,37.0433,36.9635,37.0388,37.0588,36.9805,37.0282,36.9409,37.0295,37.0077,37.0436,37.0957,0.0
37.0012,43.0085,37.0778,43.0921,37.0896,43.0732,36.903,43.061,37.0279,43.0258,37.0171,43.0109,37.0221,42.9646,37.0236,43.0,37.0091,43.0455,0.0
49.0467,56.0479,49.0063,55.9971,48.9845,55.9583,48.9569,55.9366,48.984,56.0077,49.0442,56.0066,49.0021,56.0164,48.9577,55.9268,48.9828,55.9618,0.0
49.0511,58.9396,49.0297,58.9939,49.0332,59.0198,48.9536,58.9663,49.0072,59.0389,49.0156,58.9658,48.9653,58.9808,49.0967,59.0013,48.9706,58.9522,0.0
49.0068,37.9746,48.9842,38.043,49.046,38.0558,49.0081,38.0219,49.0067,38.04,49.0273,38.0266,48.9705,37.9998,48.9478,38.0053,48.964,38.0473,0.0
48.9629,36.9729,49.0052,37.0759,48.9995,37.072,48.937,36.9307,48.9975,37.0197,49.0135,36.992,49.0265,36.9248,48.9986,36.9287,49.01,36.9804,0.0
48.1295,53.9206,48.0228,53.9109,47.9986,53.9766,47.997,54.0322,48.0145,54.0216,48.0238,53.9774,48.0338,53.9707,47.9289,53.9711,47.996,54.0131,0.0
48.1292,54.9185,48.0888,54.9869,47.9887,55.0101,48.0533,55.0538,47.979,55.004,47.9928,54.9429,48.0292,54.9819,47.9497,54.8889,48.0037,54.9549,0.0
48.0122,37.9986,48.0406,38.0334,48.0679,38.0553,47.9635,38.0419,48.0213,37.9984,48.0095,38.0189,48.0017,38.0033,47.9546,37.9786,47.9799,37.9957,0.0
48.0964,46.932,48.0182,46.993,47.9502,47.0458,48.023,47.0395,48.0069,47.0173,48.019,46.9569,48.0331,46.9742,48.0089,46.8933,47.9985,46.9791,0.0
48.0779,41.049,48.0336,41.03,48.0114,41.0348,48.0046,41.0378,47.9789,41.0226,48.0731,41.0052,48.03,40.9975,47.9973,41.0353,48.0272,41.0168,0.0
47.0911,62.8893,47.1383,62.9854,47.0169,62.8878,47.034,62.9598,47.0074,62.9803,46.9852,62.9892,46.959,62.9647,47.0271,62.9427,47.0066,62.943,0.0
47.1456,54.943,47.0763,55.0719,47.0088,54.9269,47.0542,54.9842,47.0409,54.9788,46.9967,55.0033,46.9659,54.9408,47.0629,54.9292,46.9981,54.9377,0.0
47.0712,38.9543,46.9526,39.0963,47.0409,39.0354,47.0421,39.0085,47.0347,39.05,47.0082,38.9987,46.9816,38.954,47.0682,38.9937,46.9879,38.9608,0.0
47.0369,37.9889,46.9418,38.1181,47.0016,38.0559,47.0505,37.9696,47.0127,38.0467,47.0214,38.0052,46.9753,38.0339,47.0268,37.949,46.9592,37.9617,0.0
47.0093,36.9875,46.9628,37.0852,47.0122,37.0558,47.0115,37.0968,46.9769,37.0241,47.0117,37.0916,46.9506,37.0341,47.0202,36.9543,46.9629,37.0789,0.0
45.9838,62.8941,45.975,62.9103,46.0481,62.9855,45.9463,62.9772,45.9799,62.9755,46.0123,62.9926,45.9663,62.9205,45.9637,62.9644,46.0468,62.9286,0.0
46.0433,63.9484,46.1354,63.9591,46.0104,64.0002,45.9161,63.9875,45.9845,63.999,46.0555,63.9911,45.933,63.9755,46.0151,63.9678,46.0041,63.9179,0.0
46.0753,51.9099,45.9873,51.9721,46.0371,51.9306,45.9283,51.9847,46.0168,52.0268,45.9993,52.0008,45.9713,52.0219,45.9814,51.9659,46.053,51.9689,0.0
45.0624,61.8618,45.0297,61.9589,45.0164,61.9465,45.0782,61.9744,45.0141,61.9787,45.004,61.9989,44.9993,61.9385,44.9227,61.9489,45.0407,61.92,0.0
45.0203,55.0322,45.022,54.9988,45.026,54.9763,45.0764,55.0552,44.9698,54.986,45.0407,54.9884,45.0469,54.9746,44.9885,54.9163,44.9637,55.0023,0.0
45.046,57.0136,45.0427,56.9349,45.1035,56.9482,44.9835,57.0747,45.0225,57.0075,45.0575,57.0449,44.9721,56.9704,45.0048,57.0496,44.9527,56.961,0.0
45.0318,49.0418,45.0285,49.0545,45.0458,48.9931,44.9925,49.0637,45.029,49.0299,45.0596,49.0472,44.9732,48.9885,45.0057,49.0252,44.9569,48.9904,0.0
45.0089,41.9811,45.0361,42.0742,45.0854,42.0813,44.9433,41.9726,44.9876,41.9949,45.0322,42.028,45.05,41.9572,45.059,41.9233,45.0312,41.9988,0.0
43.978,50.9585,44.0043,50.9873,43.9932,50.9997,44.0095,51.0137,44.0118,50.9954,44.0402,51.0271,44.0493,51.0169,43.9887,50.9326,44.0208,51.0031,0.0
44.1265,55.9968,44.0816,55.9707,44.0183,55.9683,43.9835,56.0409,43.97,56.0416,43.9895,56.0303,44.0568,56.0158,43.9791,55.9332,44.0056,55.9463,0.0
44.1089,44.0162,44.0188,44.0549,43.953,43.9625,43.8994,44.0056,44.0141,43.9987,43.9866,44.0126,43.9747,43.9129,43.9961,43.9343,43.9879,43.9779,0.0
43.9817,42.9871,44.0005,43.0606,44.0149,42.984,44.0091,43.0563,44.0158,42.9924,44.0452,43.0824,44.0474,43.0314,43.9932,42.9736,44.0311,43.0037,0.0
43.9104,42.034,44.0281,42.0049,44.005,41.9993,43.9767,41.9395,44.0099,42.0033,44.0859,42.0429,43.9655,42.0376,44.0065,42.07,44.0079,42.0201,0.0
42.9913,49.9666,43.0735,50.0426,42.9684,50.0275,42.9132,49.9696,42.9879,50.0041,43.0437,50.0151,43.0283,49.9924,42.9799,49.994,42.9989,49.9509,0.0
43.1052,61.903,43.1069,61.9308,43.0672,61.9598,43.0392,61.9541,42.9997,61.9546,43.0211,61.9974,43.0648,61.9432,43.0021,61.9762,43.0373,61.9627,0.0
43.0237,37.9688,43.0146,38.0533,43.0563,38.0368,43.0617,37.9562,42.9983,38.0403,43.0472,38.069,43.0335,37.9073,42.9967,37.9839,43.0133,38.0523,0.0
42.9898,37.0471,43.0534,37.0818,43.012,37.0133,42.97,37.0125,42.9972,37.0494,42.9928,37.0838,42.9635,36.9498,43.0271,37.0064,43.0387,37.0083,0.0
42.984,42.0471,43.0438,42.078,42.9807,42.0516,42.8975,41.9642,42.9697,42.0209,43.0563,42.0205,42.9981,42.017,42.9575,41.9975,42.9903,41.9789,0.0
42.0073,61.8192,42.0534,61.8841,42.0138,61.9485,41.9772,61.9721,42.0633,61.9986,42.0034,62.0241,42.0452,61.9494,41.9631,61.9395,42.0063,61.9398,0.0
41.0304,50.0149,41.0308,50.001,41.0077,50.0662,40.9485,49.9166,41.0343,49.9903,41.0154,49.9727,41.0604,49.9456,41.0281,49.9497,41.0094,50.0012,0.0
41.0686,59.9729,41.0901,59.9835,40.9813,59.9607,40.9666,59.9435,41.016,60.0204,41.0434,60.0076,41.0623,59.9383,40.9377,59.9418,41.0394,59.9879,0.0
41.059,61.959,41.0973,61.9074,41.0356,61.9667,41.0257,61.9902,40.9977,62.0039,41.0034,61.985,41.0175,62.0431,40.9472,61.9471,40.9966,61.9776,0.0
41.0571,64.0197,41.0486,63.9493,41.0184,63.8986,40.9331,63.9389,40.9728,63.9797,41.0597,64.0073,41.0519,64.0251,40.9598,63.9214,41.0049,63.9374,0.0
41.0243,52.9524,41.044,52.9746,41.0214,52.9968,40.9018,52.9522,40.9751,52.9701,41.0304,53.0081,41.0405,52.9677,41.0184,52.8864,41.0438,52.9812,0.0
41.0597,57.0725,41.0898,56.9813,41.0049,56.9543,40.9176,56.9626,41.0083,57.0102,41.0272,56.9901,41.091,57.0133,41.0464,56.9472,40.9803,57.0444,0.0
41.0286,48.0845,41.0207,48.0228,41.0201,47.9538,40.9602,47.9378,40.9891,48.008,41.0437,48.0062,41.059,48.004,40.985,47.9552,40.9594,47.9884,0.0
41.0459,45.98,41.0477,45.9929,41.0221,46.0107,41.0095,46.0143,40.9966,46.0341,41.0406,45.9888,40.999,46.0217,40.9531,45.9905,40.972,46.0269,0.0
40.997,42.0465,41.0327,42.0626,41.0099,42.0876,40.9304,41.9311,41.0354,42.0188,41.0283,41.9649,41.0682,42.0213,41.0676,41.991,41.0406,42.0266,0.0
49.9756,55.0047,50.0202,54.8622,50.0416,54.9782,49.9813,54.947,50.0087,55.0169,49.9402,54.8957,50.0596,54.9403,49.9852,54.9787,50.0228,54.9971,0.0
49.9248,56.9634,49.9931,56.9391,49.968,56.96,50.0059,56.9537,50.0332,56.9161,50.0044,56.9459,50.0022,57.0194,49.964,57.0298,50.0432,56.97,0.0
50.0149,57.981,49.985,58.0162,50.0141,57.9844,49.9978,58.0109,49.9947,57.9935,49.9735,58.0065,49.996,57.9755,50.006,58.0038,50.0034,58.0059,0.0
49.975,39.0196,50.0181,38.9928,50.0387,39.0397,50.0168,39.0189,50.0119,39.065,49.8996,38.9989,50.0524,39.0246,49.963,38.9638,50.0611,39.0506,0.0
49.9203,49.002,50.0301,48.9852,49.9868,49.0017,50.0083,48.9612,50.0295,48.9463,49.9909,48.9893,49.9937,49.0357,49.9717,49.0515,50.0244,49.0216,0.0
49.9383,41.0243,50.0409,41.0173,50.0228,41.0056,50.0326,40.978,50.013,40.9907,49.9623,41.0122,49.9762,41.0454,49.9803,41.0739,50.0374,41.0782,0.0
59.9456,49.9678,59.9788,50.0021,60.0666,50.1083,59.9697,49.9633,59.9421,49.9266,59.852,50.0264,59.9899,49.9713,59.9438,50.039,59.9942,50.0165,0.0
59.9132,64.0015,59.9546,63.9689,59.9505,64.0301,59.9431,63.9739,60.0056,63.985,60.0052,63.921,59.9596,63.9213,59.9071,63.9581,59.9376,64.0193,0.0
59.9742,50.9456,60.0494,50.9522,59.9981,51.0374,60.0366,50.9563,60.0194,51.0072,59.8923,51.0671,59.8963,50.9844,59.9368,51.0144,59.9845,50.9655,0.0
59.9394,52.9875,59.9944,52.8803,59.9869,53.0308,59.9624,52.9488,60.0308,52.9117,59.9438,53.0271,59.9879,52.9652,59.9399,52.9333,59.9815,52.9989,0.0
59.9691,47.0216,59.9944,46.9643,59.8893,47.0027,59.9101,46.9357,59.987,46.968,59.905,46.9825,59.9801,46.931,59.8742,46.9996,60.0313,47.0029,0.0
59.8862,45.9799,60.0096,45.9996,59.9253,46.1071,60.0132,45.8799,59.9983,45.9465,59.8818,46.0854,60.0409,45.9174,59.9139,45.9896,60.0529,46.0114,0.0
60.9727,49.9549,60.974,49.95,61.002,50.0117,60.9647,49.9974,60.9898,50.0072,60.8585,50.0012,60.9794,50.0046,61.0122,50.0247,60.9801,49.9443,0.0
60.986,59.9454,61.0405,59.9842,60.981,60.037,60.9889,59.9798,61.0031,59.9177,60.9937,59.9968,60.9979,59.9512,60.9511,59.9898,60.9427,59.9017,0.0
60.9946,64.0279,60.9689,63.9658,60.9793,64.0728,60.9268,63.9227,61.0918,63.9469,60.9793,63.9813,60.9183,64.0493,60.9186,63.9966,60.9553,64.0913,0.0
60.9946,50.9116,61.0751,50.9726,61.0266,51.0268,60.8813,50.9734,60.9938,50.9668,60.9166,50.914,60.9505,51.03,60.8922,51.0166,60.9297,51.0212,0.0
60.8766,52.9619,60.9891,52.9783,60.9864,53.0199,60.9382,52.9418,60.9898,53.0137,60.8924,53.0061,60.8946,52.9059,60.9299,52.9514,60.9556,52.9596,0.0
60.9881,46.9599,61.0712,46.958,60.9612,47.0555,60.9924,46.8963,60.9976,46.9452,60.9352,47.0418,60.9497,46.9138,60.9136,46.9753,61.034,46.9503,0.0
60.9617,41.0193,61.078,40.9539,60.9563,41.1178,61.0006,41.0098,60.9603,40.9787,60.9234,41.1008,60.9386,40.9487,60.9578,41.0093,60.9396,41.0844,0.0
61.9196,61.9643,61.9217,61.9734,62.0012,62.0213,61.855,61.9287,61.9569,61.9063,61.95,61.9123,61.9942,61.8256,61.8859,61.9231,61.9296,61.9401,0.0
61.9075,63.9853,62.005,63.8144,61.9743,64.0135,61.9793,63.8849,62.0218,64.0055,61.9776,64.0087,62.0402,63.8706,61.9206,63.9476,61.9185,64.123,0.0
61.9242,53.9539,61.9411,54.011,61.9941,54.0524,61.8866,53.947,61.9701,53.9088,61.9389,53.9522,61.9918,53.8728,61.904,53.9544,61.964,53.9406,0.0
62.0198,57.0756,62.0321,56.9151,62.0434,57.0598,61.9896,56.9217,62.0258,56.9137,61.8973,56.9761,61.9924,57.0643,61.9119,57.0911,61.9425,56.9969,0.0
61.9893,58.9232,62.0266,58.928,62.0273,59.0592,61.8972,59.0115,61.9836,58.8859,61.9556,58.9079,61.9296,58.97,61.8338,58.9595,61.9382,58.9596,0.0
61.9194,37.9995,61.9777,38.0497,61.9614,38.0915,61.9346,38.0232,61.9749,38.0168,61.9157,38.0085,61.9988,37.9694,61.9087,37.9989,61.9799,38.0057,0.0
61.9559,43.9697,62.0521,43.9558,61.9608,44.0103,61.9359,43.9473,62.0587,44.0216,61.88,44.0288,61.9327,43.9779,61.9717,44.0067,61.9608,43.9562,0.0
61.9723,41.0386,62.0833,40.9564,62.0072,41.1114,61.9467,41.0338,61.9879,41.018,61.8518,41.0946,61.95,41.0889,61.8998,41.1225,61.9695,41.0343,0.0
62.9356,59.9951,62.9204,59.889,62.8986,59.9536,62.8775,59.9088,62.9847,60.0157,62.9726,60.0134,62.95,59.9513,62.8897,59.9809,63.0633,59.8869,0.0
62.9172,54.9554,63.0422,54.8988,62.9129,55.0219,62.955,54.9095,62.8864,54.8974,62.9734,54.9891,62.9796,54.8957,62.8961,54.9377,62.9343,54.9953,0.0
62.892,56.9994,62.9999,56.9258,62.8785,57.0874,62.963,56.9763,63.0458,56.9332,62.9742,57.0255,62.9048,56.9975,62.8679,56.9785,62.9294,56.9888,0.0
62.9216,46.9419,63.0581,46.9256,62.8988,47.0723,62.9488,46.9928,62.8961,46.9358,62.944,47.0267,62.9772,46.9245,62.8719,46.9607,62.977,46.9874,0.0
62.9634,42.9991,63.0526,43.0027,62.9186,43.0276,63.0067,42.9761,63.0231,43.0001,62.8495,43.049,62.9525,43.0443,62.8613,43.0461,62.9453,42.9979,0.0
63.9535,50.0279,64.0597,49.9195,64.0175,50.0533,63.9818,49.922,64.05,49.9327,63.9338,50.0347,63.9841,49.9397,63.9589,50.0064,64.0069,50.0033,0.0
63.8643,60.9817,63.9662,60.9184,63.9708,61.0835,63.9393,60.8242,63.9804,60.9766,63.9331,61.0056,63.9925,61.0243,63.9071,60.9632,63.9569,60.9828,0.0
63.8939,51.0151,63.9791,50.9287,64.003,51.08,63.9782,50.9759,64.0663,50.9533,63.8855,50.9412,63.8517,50.9882,63.9142,51.0312,63.9918,51.0203,0.0
50.9783,51.9684,51.0955,52.0086,51.0028,51.9927,51.0025,51.9026,51.0761,51.9648,50.9619,52.0208,50.9807,51.9649,50.957,52.0588,51.0191,52.0043,0.0
50.9524,54.9426,51.0887,54.9348,51.0082,54.9199,51.0354,54.9171,51.0665,54.963,50.894,54.9703,50.995,54.9451,50.8782,55.0138,51.0046,55.0179,0.0
50.9664,56.0457,51.0637,55.9574,50.9511,55.9203,51.0144,55.9499,51.0217,55.9679,50.9125,55.9657,51.0158,55.9593,50.9546,55.922,50.974,56.0669,0.0
50.9496,37.0115,51.0951,36.9306,50.9804,37.1144,50.948,37.0186,51.0379,37.0333,50.8741,37.0031,51.0799,37.0187,50.8614,37.0927,51.0787,37.0832,0.0
50.9815,43.9704,51.0821,44.0061,50.9922,44.0259,51.0152,43.9163,51.065,44.0388,50.9435,44.0531,50.9645,43.9853,50.9595,44.0713,51.0131,44.0536,0.0
51.9886,63.0007,52.0187,62.8935,51.9397,62.9306,51.9213,62.9081,52.0086,62.8781,52.0257,62.9188,51.9818,62.8817,51.8855,62.8966,51.9789,62.9494,0.0
51.9176,55.9864,51.9641,55.9811,51.9646,56.0192,51.9955,56.0053,51.9793,55.9712,51.9897,55.9461,51.9937,55.9698,51.9573,55.9678,51.9867,55.9763,0.0
51.9067,45.9851,52.0195,46.0011,51.955,46.0923,52.01,45.8681,52.013,45.9362,51.9126,46.0829,52.0553,45.9318,51.9364,46.0027,52.0597,46.0199,0.0
52.9933,54.9405,53.0355,54.9469,53.0061,55.0177,53.007,54.8662,53.0044,54.9479,52.9833,54.989,52.9669,54.9019,52.9788,54.9697,53.0155,54.9585,0.0
53.0091,56.0378,53.0068,55.9328,52.995,56.0689,52.9544,55.9541,53.052,55.9281,52.9785,56.019,52.9801,56.0027,52.9789,55.9825,52.9889,56.049,0.0
52.9712,38.9868,53.0954,38.9886,53.007,39.0746,53.0102,38.9494,52.9796,39.0065,52.9379,39.0692,52.9562,38.9202,52.9753,39.0245,53.0211,39.0415,0.0
53.0057,48.033,53.0192,47.9627,53.0016,48.0443,52.9551,47.9718,53.0328,47.9329,52.9599,48.062,53.0186,48.0088,53.0219,47.9813,53.0083,48.038,0.0
52.9677,42.938,53.0946,42.9895,53.0285,43.0537,52.9276,43.0444,52.985,43.0436,52.887,42.9511,52.9998,43.0396,52.951,43.0464,52.9716,42.9966,0.0
53.8962,50.0066,54.031,49.9871,53.8992,50.0464,53.9464,49.9764,53.9583,49.9976,53.8946,49.9642,53.9887,49.9824,53.9361,50.0305,53.9842,50.0234,0.0
53.9934,50.9,54.0262,50.9889,54.0274,51.0914,53.9276,50.9944,54.01,50.8962,53.9411,50.9305,53.9879,51.0054,53.8692,50.9985,53.9908,50.9965,0.0
53.9891,58.8955,54.0455,58.9427,54.0475,59.0781,53.9376,58.9826,54.0026,58.8736,53.9861,58.8833,53.9911,58.9841,53.866,58.9833,53.9557,58.9634,0.0
53.9063,39.9729,53.9754,39.9282,53.942,40.1056,54.0546,40.0071,53.9894,40.0212,53.8786,40.0507,54.06,39.9683,53.9469,40.0707,53.989,40.0157,0.0
53.9942,41.0429,54.0851,40.9769,54.0192,41.1173,53.964,41.0192,53.9965,41.02,53.8538,41.0891,53.964,41.0741,53.9195,41.0894,53.9832,41.0514,0.0
54.9025,64.0689,54.9803,63.8861,55.0184,64.0,54.9815,63.896,54.9257,63.9393,54.9115,63.9728,54.9826,63.929,54.891,63.958,55.009,63.9746,0.0
55.9679,57.9865,56.0247,57.9078,56.0108,58.03,55.9704,57.9179,56.0661,57.8971,55.9627,57.9851,55.9859,57.9417,55.962,57.9794,56.0242,57.9448,0.0
55.9456,48.028,56.058,47.934,55.9647,48.0539,55.9971,47.9762,56.0698,47.9884,55.8961,47.9741,55.9631,47.9985,55.93,47.9536,56.0294,48.0779,0.0
55.8736,43.0507,56.0138,42.9343,55.99,43.1178,55.9956,42.9951,56.0522,43.0315,55.9105,42.9815,55.9184,43.0115,55.9332,43.0174,55.9568,43.0396,0.0
56.9812,63.9385,57.0504,63.8583,56.9596,63.9328,56.9254,63.9143,57.0694,63.815,57.03,63.961,56.9804,63.978,56.9395,63.9584,56.9836,63.9748,0.0
57.016,54.9665,57.039,54.8448,57.0218,54.9447,56.9595,54.9376,57.0368,54.924,57.033,54.9762,57.0079,54.8782,56.9084,54.9397,56.9822,54.9884,0.0
56.9757,40.0227,57.0395,39.9502,56.9761,40.0284,56.9913,40.0112,57.0287,39.9579,56.9178,40.0195,57.0016,40.0145,56.9533,40.0148,57.0839,40.0481,0.0
56.9115,37.0833,57.0186,36.9921,57.0623,37.0979,56.9922,37.0889,57.0172,37.018,56.8801,36.9976,57.0556,36.9954,56.8627,37.0029,57.0359,36.9783,0.0
56.9723,49.0308,56.9978,48.9575,56.9805,49.0879,57.0816,49.025,57.0877,48.9495,56.9245,49.0263,56.947,48.9759,56.9926,49.0043,57.0531,49.0395,0.0
57.9728,62.9785,58.0079,62.8129,58.0126,62.985,57.9384,62.8784,57.9778,63.001,57.952,62.8751,57.9809,62.9349,57.9484,62.9717,57.9515,62.9755,0.0
57.9626,56.0502,58.0029,55.895,57.972,56.1119,58.0228,55.9305,58.0667,55.9596,57.9063,55.9412,57.9963,55.9622,57.9253,55.9537,57.8699,56.1239,0.0
57.9678,58.0077,58.019,58.0121,57.986,57.9984,57.9863,58.0066,57.9934,57.9973,57.9817,57.9666,57.9886,57.9939,57.9797,57.9782,58.082,58.0034,0.0
57.9481,47.0093,57.9944,46.9393,57.9998,46.9841,57.9845,46.9898,57.9973,47.0435,57.8984,46.948,57.9907,47.0072,57.9503,46.9642,58.0378,46.9918,0.0
57.925,46.0342,58.0526,45.9593,58.0004,46.0406,57.9836,45.9855,58.0048,46.0041,57.8919,45.9668,57.9762,45.9754,57.9792,46.0705,58.0561,46.0055,0.0
58.9896,51.9862,59.0664,51.9957,58.977,52.0161,58.9692,51.9071,59.0574,51.988,58.9627,52.0198,58.9448,51.9749,58.9247,52.0552,58.9983,52.0247,0.0
58.9262,54.9267,59.0757,54.948,58.9836,54.9288,58.9898,54.9211,59.0406,54.9489,58.8813,54.9535,58.9653,54.9643,58.8735,54.9787,58.9873,55.0243,0.0
58.9371,58.9512,59.0969,58.9666,59.0132,59.0369,58.9185,58.9745,58.9858,58.9883,58.916,58.9138,59.0084,58.9353,58.8614,59.088,58.9135,59.0614,0.0
58.9264,43.0046,59.1186,43.0448,58.9849,43.077,58.9858,43.0183,58.9855,43.0611,58.8233,43.037,58.949,43.0108,58.8503,43.104,59.0384,43.0298,0.0
39.9442,50.0115,40.0464,49.9711,40.0912,50.0121,40.0112,49.8795,40.1249,49.9601,39.9399,49.9658,40.0582,49.9788,40.0068,49.9972,40.0681,49.9608,0.0
39.9302,51.0129,40.0161,50.9077,40.0634,51.0249,39.9964,50.915,40.09,50.9452,39.9468,50.9561,40.0092,51.0161,40.0381,51.0497,40.0221,50.936,0.0
40.0241,53.9575,40.0974,53.9676,40.0414,54.0236,40.0252,53.9002,40.1762,53.9312,39.972,53.9546,40.0846,54.0383,39.9395,54.0042,40.0539,53.9748,0.0
39.9774,55.0477,40.0669,54.8661,40.1312,54.9748,40.0334,54.8943,40.0791,54.8947,39.9752,54.8998,40.0881,55.0053,39.994,55.0042,40.0723,55.0047,0.0
40.0027,45.9825,40.0804,46.0411,39.992,46.0142,40.0206,45.9058,40.168,45.944,39.9732,46.0002,40.0633,46.0474,39.9466,46.0086,40.0637,46.0086,0.0
38.8302,60.9894,38.9604,60.8447,39.0132,61.0629,39.0284,60.9841,38.9923,60.95,39.0017,60.9142,39.0822,60.9299,39.0297,61.0038,39.1299,60.9821,0.0
38.922,50.9832,39.1333,50.9971,39.0088,51.0102,39.0457,50.9175,39.0573,50.9675,38.9301,51.0089,38.97,50.9683,39.0256,51.0484,39.0315,50.9424,0.0
38.9631,58.0829,38.9957,57.9208,39.068,58.0366,38.8781,57.9579,39.0302,57.9671,38.9401,57.9124,38.9976,57.9853,38.9724,58.0514,39.01,57.9632,0.0
38.9256,49.0201,39.0886,48.9766,38.9401,49.05,39.0102,48.9958,39.1074,48.9482,38.9502,49.0118,38.9952,49.0045,39.0264,49.0369,39.0401,48.9907,0.0
37.9442,50.0246,38.1014,49.9906,38.0433,50.0891,37.9537,49.9886,38.0134,50.0061,37.9575,49.9264,38.0716,49.9958,38.0355,50.0649,38.0664,50.0537,0.0
37.9912,51.9868,38.0896,51.9345,38.0553,51.936,38.0456,51.9031,38.0678,51.9691,37.9055,51.9826,37.9706,52.0128,38.0671,51.9938,38.0476,52.0082,0.0
38.0111,58.871,38.0407,58.9696,38.1147,59.05,37.9724,58.9727,38.0392,58.8679,38.0477,58.8753,38.007,59.0031,37.9499,59.0131,38.0599,58.936,0.0
38.0042,43.9918,38.1184,43.9579,38.0615,43.9728,38.0636,43.9578,38.0418,44.0056,37.8805,44.0268,37.985,44.0442,38.097,44.0049,38.0722,44.059,0.0
36.964,55.032,37.0693,54.9238,37.1204,55.0368,37.0653,54.8484,37.0548,54.9852,37.0007,54.9254,37.0224,54.9464,37.0319,54.9706,37.0917,54.9456,0.0
36.9278,49.0439,37.1282,48.9473,37.0805,49.0399,37.0193,48.9858,37.0008,48.9225,37.0018,49.0402,37.0407,48.9845,37.0033,48.9716,37.0144,48.9973,0.0
